[05/01/2023 16:21]  System: WorldMap loading...
[05/01/2023 16:58]  Razor: Bandage: 4s
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  Razor: ● ▼▼ HERE ▼▼ ●
[05/01/2023 16:58]  Razor: chug
[05/01/2023 16:58]  System: Your dexterity has changed by 20.  It is now 120
[05/01/2023 16:58]  Razor: [+Agility (120s)]
[05/01/2023 16:58]  Razor: Dex: +20 - 120
[05/01/2023 16:58]  Razor: Bandage: 3s
[05/01/2023 16:58]  Razor: [-Agility (s)]
[05/01/2023 16:58]  Razor: [+Agility (120s)]
[05/01/2023 16:58]  Razor: chug refresh
[05/01/2023 16:58]  a cave bear: -61
[05/01/2023 16:58]  a terathan larva: a terathan larva
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  Razor: Bandage: 2s
[05/01/2023 16:58]  System: Finished 2 queued actions in 0.6 seconds.
[05/01/2023 16:58]  a cave bear: -58
[05/01/2023 16:58]  Razor: Bandage: 1s
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: You finish applying the bandages.
[05/01/2023 16:58]  Stink Fist: +15
[05/01/2023 16:58]  Razor: ● ▼▼ HERE ▼▼ ●
[05/01/2023 16:58]  a cave bear: -95
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: You smash through the remainder of their armor, dealing grevious damage!
[05/01/2023 16:58]  a cave bear: -85
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  Razor: ● ▼▼ HERE ▼▼ ●
[05/01/2023 16:58]  a cave bear: -41
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  a cave bear: -209
[05/01/2023 16:58]  System: Max holy symbols earned (10/10)
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  Razor: ● ▼▼ HERE ▼▼ ●
[05/01/2023 16:58]  a cave bear: -63
[05/01/2023 16:58]  System: Your attack causes your target to bleed and become susceptible to special attacks!
[05/01/2023 16:58]  System: You deliver a zen strike to your opponent.
[05/01/2023 16:58]  Stink Fist: +0
[05/01/2023 16:58]  System: You have gained some fame.
[05/01/2023 16:58]  System: -150
[05/01/2023 16:58]  You see: a cave bear corpse
[05/01/2023 16:58]  System: What do you wish to carve, investigate, or research?
[05/01/2023 16:58]  System: You carve materials from the corpse.
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  Razor: Target: a terathan larva
[05/01/2023 16:58]  Razor: Attack: a terathan larva
[05/01/2023 16:58]  a terathan larva: -63
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  Razor: ● ▼▼ HERE ▼▼ ●
[05/01/2023 16:58]  System: Your strike disarms your target!
[05/01/2023 16:58]  a terathan larva: -118
[05/01/2023 16:58]  System: You may now attempt to disarm your opponent again.
[05/01/2023 16:58]  Razor: [DISARM]
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  a terathan larva: -70
[05/01/2023 16:58]  System: You deliver a zen strike to your opponent.
[05/01/2023 16:58]  Stink Fist: +0
[05/01/2023 16:58]  System: You have gained a little fame.
[05/01/2023 16:58]  System: -148
[05/01/2023 16:58]  You see: a terathan larva corpse
[05/01/2023 16:58]  System: You carve materials from the corpse.
[05/01/2023 16:58]  System: No one matching that was found on your screen.
[05/01/2023 16:58]  Razor: found no one
[05/01/2023 16:58]  System: No one matching that was found on your screen.
[05/01/2023 16:58]  System: No one matching that was found on your screen.
[05/01/2023 16:58]  Razor: found no one
[05/01/2023 16:58]  System: What do you wish to carve, investigate, or research?
[05/01/2023 16:58]  System: No one matching that was found on your screen.
[05/01/2023 16:58]  System: No one matching that was found on your screen.
[05/01/2023 16:58]  Razor: found no one
[05/01/2023 16:58]  System: Holy symbols remaining: 9/10
[05/01/2023 16:58]  System: No one matching that was found on your screen.
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  Razor: Target: a terathan larva
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: No one matching that was found on your screen.
[05/01/2023 16:58]  Razor: found no one
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: No one matching that was found on your screen.
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:58]  System: No one matching that was found on your screen.
[05/01/2023 16:58]  Razor: found no one
[05/01/2023 16:58]  System: New target set.
[05/01/2023 16:59]  System: New target set.
[05/01/2023 16:59]  System: New target set.
[05/01/2023 16:59]  System: New target set.
[05/01/2023 16:59]  System: New target set.
[05/01/2023 16:59]  System: Max holy symbols earned (10/10)
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: You may now attempt to disarm your opponent again.
[05/01/2023 16:59]  Razor: [DISARM]
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: New target set.
[05/01/2023 16:59]  System: New target set.
[05/01/2023 16:59]  System: New target set.
[05/01/2023 16:59]  System: New target set.
[05/01/2023 16:59]  System: New target set.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: New target set.
[05/01/2023 16:59]  System: New target set.
[05/01/2023 16:59]  System: New target set.
[05/01/2023 16:59]  System: New target set.
[05/01/2023 16:59]  System: New target set.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: You may now use a strength potion.
[05/01/2023 16:59]  System: Your strength has changed by -20.  It is now 100
[05/01/2023 16:59]  Razor: [-Strength (s)]
[05/01/2023 16:59]  Razor: Str: -20 - 100
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: New target set.
[05/01/2023 16:59]  System: New target set.
[05/01/2023 16:59]  System: New target set.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  [Alliance][Dew Roof]: [SQzD] looking to buy that junk gold link stitch was asking 4
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: [GridLoot]: Corpse is empty!
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  [Alliance][Zepar]: [SQzD] that would be me
[05/01/2023 16:59]  System: [GridLoot]: Corpse is empty!
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: LA GGGGGILDA (ITA.) guild has reached prestige level 20.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  [Alliance][Zepar]: [SQzD] I msg u in discord
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  a terathan warrior: a terathan warrior
[05/01/2023 16:59]  System: No one matching that was found on your screen.
[05/01/2023 16:59]  Razor: found no one
[05/01/2023 16:59]  a terathan larva: a terathan larva
[05/01/2023 16:59]  You see: a terathan larva corpse
[05/01/2023 16:59]  You see: a terathan larva corpse
[05/01/2023 16:59]  You see: a terathan larva corpse
[05/01/2023 16:59]  You see: a terathan larva corpse
[05/01/2023 16:59]  a skeletal marksman: a skeletal marksman
[05/01/2023 16:59]  System: New target set.
[05/01/2023 16:59]  Razor: Attack: a terathan larva
[05/01/2023 16:59]  System: Holy symbols remaining: 9/10
[05/01/2023 16:59]  System: New target set.
[05/01/2023 16:59]  Razor: ● ▼ OUT OF RANGE ▼ ●
[05/01/2023 16:59]  System: Your strike disarms your target!
[05/01/2023 16:59]  a terathan larva: -60
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  Razor: chug
[05/01/2023 17:00]  System: Your strength has changed by 20.  It is now 120
[05/01/2023 17:00]  Razor: [+Strength (120s)]
[05/01/2023 17:00]  Razor: Str: +20 - 120
[05/01/2023 17:00]  Razor: [-Strength (s)]
[05/01/2023 17:00]  Razor: [+Strength (120s)]
[05/01/2023 17:00]  Razor: Divine Fury
[05/01/2023 17:00]  System: Divine Fury
[05/01/2023 17:00]  System: You smash through the remainder of their armor, dealing grevious damage!
[05/01/2023 17:00]  a terathan larva: -151
[05/01/2023 17:00]  System: Holy symbols remaining: 5/10
[05/01/2023 17:00]  System: Who will you use the bandages on?
[05/01/2023 17:00]  System: You begin applying the bandages.
[05/01/2023 17:00]  Razor: Bandage: 10s
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  Razor: ● ▼▼ HERE ▼▼ ●
[05/01/2023 17:00]  a terathan larva: -51
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  Razor: Bandage: 9s
[05/01/2023 17:00]  a terathan larva: -92
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  Razor: Bandage: 8s
[05/01/2023 17:00]  Razor: ● ▼▼ HERE ▼▼ ●
[05/01/2023 17:00]  System: You have gained a little fame.
[05/01/2023 17:00]  System: -246
[05/01/2023 17:00]  You see: a terathan larva corpse
[05/01/2023 17:00]  Razor: Bandage: 7s
[05/01/2023 17:00]  System: What do you wish to carve, investigate, or research?
[05/01/2023 17:00]  System: You carve materials from the corpse.
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  Razor: Bandage: 6s
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  Razor: found no one
[05/01/2023 17:00]  Razor: Bandage: 5s
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  System: [GridLoot]: Corpse is empty!
[05/01/2023 17:00]  Razor: Bandage: 4s
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  Razor: Target: a terathan larva
[05/01/2023 17:00]  Razor: ● ▼ OUT OF RANGE ▼ ●
[05/01/2023 17:00]  Razor: Bandage: 3s
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  Razor: Bandage: 2s
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  Razor: Bandage: 1s
[05/01/2023 17:00]  Razor: ● ▼ OUT OF RANGE ▼ ●
[05/01/2023 17:00]  System: You finish applying the bandages.
[05/01/2023 17:00]  Stink Fist: +18
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  Razor: found no one
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  Razor: found no one
[05/01/2023 17:00]  [Alliance][Dew Roof]: [SQzD] pks Cav lvl 2
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  Razor: found no one
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  Razor: Target: a terathan warrior
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  Razor: Target: a skeletal marksman
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  Razor: Target: a terathan larva
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  Razor: Target: a terathan warrior
[05/01/2023 17:00]  Razor: found no one
[05/01/2023 17:00]  System: The world will save in 15 seconds.
[05/01/2023 17:00]  Razor: World save coming soon..
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  Razor: found no one
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  System: Max holy symbols earned (10/10)
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  Razor: found no one
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  Razor: found no one
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  System: Holy symbols remaining: 9/10
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  System: You may now attempt to disarm your opponent again.
[05/01/2023 17:00]  Razor: [DISARM]
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  Razor: found no one
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  Razor: found no one
[05/01/2023 17:00]  System: Max holy symbols earned (10/10)
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  System: No one matching that was found on your screen.
[05/01/2023 17:00]  System: The world is saving, please wait.
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  Razor: Waiting for world save...
[05/01/2023 17:00]  System: World save complete. The entire process took 4.0 seconds.
[05/01/2023 17:00]  Razor: Save complete - continue on!
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  Razor: Target: a terathan larva
[05/01/2023 17:00]  Razor: ● ▼ OUT OF RANGE ▼ ●
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  System: You may now use an agility potion.
[05/01/2023 17:00]  System: Your dexterity has changed by -20.  It is now 100
[05/01/2023 17:00]  Razor: [-Agility (s)]
[05/01/2023 17:00]  Razor: Dex: -20 - 100
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  Razor: ● ▼ OUT OF RANGE ▼ ●
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  Razor: ● ▼ OUT OF RANGE ▼ ●
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  Razor: ● ▼ OUT OF RANGE ▼ ●
[05/01/2023 17:00]  a cave bear: a cave bear
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  Razor: Attack: a terathan larva
[05/01/2023 17:00]  a terathan larva: a terathan larva
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  Razor: ● ▼ OUT OF RANGE ▼ ●
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  System: You fail to disarm your opponent.
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  Razor: ● ▼▼ HERE ▼▼ ●
[05/01/2023 17:00]  Razor: chug
[05/01/2023 17:00]  System: Your dexterity has changed by 20.  It is now 120
[05/01/2023 17:00]  Razor: [+Agility (120s)]
[05/01/2023 17:00]  Razor: Dex: +20 - 120
[05/01/2023 17:00]  Razor: [-Agility (s)]
[05/01/2023 17:00]  Razor: [+Agility (120s)]
[05/01/2023 17:00]  a terathan larva: -38
[05/01/2023 17:00]  Razor: chug refresh
[05/01/2023 17:00]  Razor: Divine Fury
[05/01/2023 17:00]  System: Divine Fury
[05/01/2023 17:00]  System: Holy symbols remaining: 6/10
[05/01/2023 17:00]  System: Finished 2 queued actions in 0.6 seconds.
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  a terathan larva: -22
[05/01/2023 17:00]  System: Your attack causes your target to bleed and become susceptible to special attacks!
[05/01/2023 17:00]  a terathan larva: -54
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  Razor: ● ▼▼ HERE ▼▼ ●
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  a terathan larva: -35
[05/01/2023 17:00]  a terathan larva: -4
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  a terathan larva: -206
[05/01/2023 17:00]  Razor: ● ▼▼ HERE ▼▼ ●
[05/01/2023 17:00]  System: New target set.
[05/01/2023 17:00]  a terathan larva: -77
[05/01/2023 17:00]  System: You deliver a zen strike to your opponent.
[05/01/2023 17:00]  Stink Fist: +0
[05/01/2023 17:00]  System: You have gained a little fame.
[05/01/2023 17:00]  System: -164
[05/01/2023 17:00]  You see: a terathan larva corpse
[05/01/2023 17:00]  System: Holy symbols remaining: 6/10
[05/01/2023 17:00]  System: What do you wish to carve, investigate, or research?
[05/01/2023 17:00]  System: You carve materials from the corpse.
[05/01/2023 17:01]  System: No one matching that was found on your screen.
[05/01/2023 17:01]  Razor: found no one
[05/01/2023 17:01]  System: No one matching that was found on your screen.
[05/01/2023 17:01]  System: No one matching that was found on your screen.
[05/01/2023 17:01]  Razor: found no one
[05/01/2023 17:01]  System: No one matching that was found on your screen.
[05/01/2023 17:01]  System: [GridLoot]: Corpse is empty!
[05/01/2023 17:01]  System: No one matching that was found on your screen.
[05/01/2023 17:01]  Razor: found no one
[05/01/2023 17:01]  System: No one matching that was found on your screen.
[05/01/2023 17:01]  System: No one matching that was found on your screen.
[05/01/2023 17:01]  Razor: found no one
[05/01/2023 17:01]  System: Cilobonci has completed the achievement: Guardian of Ossuary (Basic).
[05/01/2023 17:01]  a skeletal marksman: a skeletal marksman
[05/01/2023 17:01]  System: No one matching that was found on your screen.
[05/01/2023 17:01]  a terathan warrior: a terathan warrior
[05/01/2023 17:01]  System: No one matching that was found on your screen.
[05/01/2023 17:01]  Razor: found no one
[05/01/2023 17:01]  System: No one matching that was found on your screen.
[05/01/2023 17:01]  System: No one matching that was found on your screen.
[05/01/2023 17:01]  Razor: found no one
[05/01/2023 17:01]  System: No one matching that was found on your screen.
[05/01/2023 17:01]  System: No one matching that was found on your screen.
[05/01/2023 17:01]  Razor: found no one
[05/01/2023 17:01]  System: No one matching that was found on your screen.
[05/01/2023 17:01]  System: Wal has completed the achievement: Skill Mastery (Basic).
[05/01/2023 17:01]  System: You are now under the protection of the town guards.
[05/01/2023 17:01]  Razor: [+Hidden/Stealthing (0s)]
[05/01/2023 17:01]  Stink Fist: Your mount returns.
[05/01/2023 17:01]  Gunther: Gunther the tailor
[05/01/2023 17:01]  Kelvin: Kelvin the tinker
[05/01/2023 17:01]  a dog: a dog
[05/01/2023 17:01]  a cat: a cat
[05/01/2023 17:01]  Prescot: Prescot the tailor
[05/01/2023 17:01]  Tertia: Tertia the blacksmith
[05/01/2023 17:01]  Standford: Standford the cook
[05/01/2023 17:01]  an andarian mage: an andarian mage
[05/01/2023 17:01]  an andarian knight: an andarian knight
[05/01/2023 17:01]  System: New target set.
[05/01/2023 17:01]  Razor: Target: a dog
[05/01/2023 17:01]  Razor: ● ▼ OUT OF RANGE ▼ ●
[05/01/2023 17:01]  System: Max holy symbols earned (10/10)
[05/01/2023 17:01]  System: New target set.
[05/01/2023 17:01]  System: New target set.
[05/01/2023 17:01]  Razor: ● ▼ OUT OF RANGE ▼ ●
[05/01/2023 17:01]  You see: a blessed codex of parrying
[05/01/2023 17:01]  You see: (Bulwark and Last Stand)
[05/01/2023 17:01]  System: Silver Bow has completed the achievement: Tinker (Epic).
[05/01/2023 17:02]  System: You may now use a strength potion.
[05/01/2023 17:02]  System: Your strength has changed by -20.  It is now 100
[05/01/2023 17:02]  Razor: [-Strength (s)]
[05/01/2023 17:02]  Razor: Str: -20 - 100
[05/01/2023 17:02]  Afrodite Warlord: [Legionary, -_-]
[05/01/2023 17:02]  Afrodite Warlord: Afrodite Warlord
[05/01/2023 17:02]  a pack llama: (tame)
[05/01/2023 17:02]  a pack llama: [1240/2000 stones]
[05/01/2023 17:02]  a pack llama: a pack llama
[05/01/2023 17:02]  a pack llama: (tame)
[05/01/2023 17:02]  a pack llama: [0/2000 stones]
[05/01/2023 17:02]  a pack llama: a pack llama
[05/01/2023 17:02]  DannyOcean: [Einherjar, O_R]
[05/01/2023 17:02]  DannyOcean: DannyOcean
[05/01/2023 17:02]  System: Jezzter. has completed the achievement: Artificer (Basic).
[05/01/2023 17:02]  System: Your skill in Tactics has decreased by 29.0.  It is now 100.0.
[05/01/2023 17:02]  Razor: [-Hidden/Stealthing (s)]
[05/01/2023 17:02]  Stink Fist: Kal Ort Por [Recall]
[05/01/2023 17:02]  System: You have left the protection of the town guards.
[05/01/2023 17:02]  Rane: Rane the dockmaster
[05/01/2023 17:02]  a forest ostard: a forest ostard
[05/01/2023 17:02]  a horse: a horse
[05/01/2023 17:02]  a brown bear: a brown bear
[05/01/2023 17:02]  a giant spider: a giant spider
[05/01/2023 17:02]  a wolf: a wolf
[05/01/2023 17:02]  System: Opening door...
[05/01/2023 17:02]  System: Your house and its contents have been refreshed. 29 days 15 hours 18 minutes remaining until owner refresh required.
[05/01/2023 17:02]  Razor:  Scanning for rat 
[05/01/2023 17:02]  System: Where will you search?
[05/01/2023 17:02]  System: You search the home and find no one hiding within.
[05/01/2023 17:02]  System: Script Error: hotkey - Hotkey 'Next Non-Friendly Humanoid Target' not found (Line: 7)
[05/01/2023 17:02]  Rane: Rane the dockmaster
[05/01/2023 17:02]  System: You pour some of the keg's contents into an empty bottle...
[05/01/2023 17:02]  System: ...and place it into your backpack.
[05/01/2023 17:02]  System: ...and place it into your backpack.
[05/01/2023 17:02]  a giant spider: a giant spider
[05/01/2023 17:02]  System: Which container do you wish to restock this container from? (you may target yourself or a nearby friendly pack animal)
[05/01/2023 17:02]  System: 14 items were added.
[05/01/2023 17:02]  System: You pour some of the keg's contents into an empty bottle...
[05/01/2023 17:02]  System: You may now use an agility potion.
[05/01/2023 17:02]  System: Your dexterity has changed by -20.  It is now 100
[05/01/2023 17:02]  Razor: [-Agility (s)]
[05/01/2023 17:02]  Razor: Dex: -20 - 100
[05/01/2023 17:02]  System: Finished 3 queued actions in 1.2 seconds.
[05/01/2023 17:02]  System: Set Grab Item HotBag
[05/01/2023 17:02]  System: Grab Item HotBag Set
[05/01/2023 17:02]  System: No resupply: Greater Magic Resist Potion
[05/01/2023 17:02]  Razor: Organize Open Pouches
[05/01/2023 17:02]  System: Finished 2 queued actions in 0.6 seconds.
[05/01/2023 17:02]  Razor: Organize Trapped Pouches
[05/01/2023 17:02]  Razor: Organize Trapped Pouches
[05/01/2023 17:02]  Razor: Organize Trapped Pouches
[05/01/2023 17:02]  Razor: Organize Trapped Pouches
[05/01/2023 17:02]  Razor: Organize Trapped Pouches
[05/01/2023 17:02]  Razor: Organize Orange Potions
[05/01/2023 17:02]  Razor: Organize Red Potions
[05/01/2023 17:03]  Razor: Organize Yellow Potions
[05/01/2023 17:03]  Razor: Organize White Potions
[05/01/2023 17:03]  Razor: Organize Black Potions
[05/01/2023 17:03]  Razor: Organize Black Potions
[05/01/2023 17:03]  Razor: Organize Blue Potions
[05/01/2023 17:03]  Razor: Organize Aids
[05/01/2023 17:03]  Razor: Organize Rope
[05/01/2023 17:03]  Razor: Open Untrapped Pouches
[05/01/2023 17:03]  Razor: Out of scrolls!
